,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Georgia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,11.144,9.465,8.669,6.646,7.081,7.047,7.903,7.886,7.27116,6.7983,7.1596,7.05696,6.8115,7.14314,7.11568,8.17316,8.30354,8.41524,9.98458,9.97676,9.47468,9.86872,10.16584,10.60526,0,0
Germany,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,505.457,503.627,493.139,495.603,502.972,520.14,517.17443,522.214,519.283,540.11648,549.6969,549.97644,572.498,579.2322,577.1412,593.4994,597.7534,599.311,557.34,591.72906,574.78274,591.44848,600.98682,590.7846,610.17084,0,0
"Germany, East",Billion Kwh,98.808,94.478,96.52,98.419,110.093,113.834,115.291,113.62,117.634,117.724,104.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany, West",Billion Kwh,368.599,367.239,364.586,370.507,391.729,404.886,405.116,414.913,427.809,409.936,419.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Billion Kwh,5.309,5.382,4.981,2.61,1.899,3.077,4.459,4.682,4.863,5.223,5.707,6.116,6.575,6.249,6.059,6.054,6.585,6.816,4.725,5.828,7.12022,7.71894,7.09348,5.7119,5.86438,6.66246,8.2044,6.74594,8.13332,8.764,9.90674,10.90566,11.70582,12.5109,12.60468,11.09442,0,0
Gibraltar,Billion Kwh,0.052,0.054,0.056,0.057,0.057,0.059,0.061,0.066,0.07,0.076,0.077,0.077,0.083,0.083,0.083,0.083,0.085,0.087,0.092,0.096,0.1175,0.11844,0.12126,0.12596,0.12784,0.1363,0.14194,0.1457,0.15604,0.16356,0.16638,0.16074,0.16544,0.17766,0.18612,0.19458,0,0
Greece,Billion Kwh,21.288,21.879,21.763,22.263,23.057,25.736,25.965,27.593,29.643,31.265,32.681,33.724,35.031,35.861,37.991,38.897,40.026,40.80618,43.546,46.581,50.26192,49.78354,50.6184,54.50368,55.37564,55.95374,56.7105,58.86248,59.09142,57.7506,54.52404,55.98804,56.7674,54.5282,47.99104,49.2724,0,0
Greenland,Billion Kwh,0.151,0.154,0.159,0.165,0.171,0.174,0.179,0.183,0.188,0.197,0.207,0.202,0.203,0.237,0.24,0.242,0.243,0.258,0.264,0.448,0.451,0.425,0.474,0.471,0.487,0.503,0.501,0.529,0.512333,0.571,0.596,0.551,0.56,0.558,0.569,0.625,0,0
Grenada,Billion Kwh,0.023,0.025,0.025,0.025,0.025,0.028,0.032,0.038,0.042,0.047,0.052,0.056,0.059,0.061,0.066,0.089,0.095,0.1,0.111,0.119,0.131,0.143,0.149019,0.159214,0.15,0.147307,0.167162,0.178665,0.189825,0.195389,0.201404,0.197,0.193,0.191,0.194,0.2,0,0
Guadeloupe,Billion Kwh,0.29,0.323,0.37,0.384,0.432,0.462,0.513,0.585,0.64,0.599,0.732,0.805,0.877,0.9327,0.9817,0.9837,1.091,1.173,1.182,1.185,1.197,1.202,1.15,1.245,1.479,1.505,1.566,1.639,1.638,1.61,1.6,1.607,1.563,1.525,1.524,1.527,0,0
Guam,Billion Kwh,1.077,1.044,1.03,0.917,0.94,0.950804,0.991716,1.061857,1.159295,1.238688,1.286446,1.393476,1.4318,1.579283,1.668871,1.618677,1.73498,1.745462,1.765999,1.814,1.8497605,1.85,1.633,1.684,1.775,1.793,1.789384,1.767374,1.764301,1.755,1.758,1.734,1.684,1.672,1.623,1.623,0,0
Guatemala,Billion Kwh,1.879,1.58,1.545,1.558,1.522,1.586,1.8,1.933,2.122,2.278,2.583,2.781,2.803,2.926,3.118,3.44801,3.29729,3.39457,4.26113,5.17806,6.02758,5.82818,6.14208,7.64878,6.74742,8.291,8.294,9.022,8.448,8.742,8.6621,8.9431,9.17998,9.67758,10.47968,10.7602,0,0
Guinea,Billion Kwh,0.363,0.368,0.376,0.388,0.457,0.466,0.474,0.477,0.488,0.491,0.495,0.5,0.502,0.507,0.509,0.522,0.527,0.62,0.643,0.725,0.743,0.933,0.984,0.865,0.942,0.881,0.843,0.942,0.967,0.962,0.919,0.849,0.926,0.963,0.983,1,0,0
Guinea0Bissau,Billion Kwh,0.013,0.013,0.013,0.013,0.014,0.014,0.017,0.019,0.021,0.029,0.038,0.039,0.041,0.044,0.046,0.047,0.048,0.05,0.05,0.051,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.032,0.032,0.034,0.034,0,0
Guyana,Billion Kwh,0.388,0.402,0.332,0.162,0.167,0.222,0.215,0.376,0.381,0.326,0.294,0.235,0.219,0.226,0.355,0.539,0.65,0.745,0.804,0.844,0.836,0.863,0.858,0.771,0.802,0.605,0.624,0.657,0.665,0.68,0.815,0.91,0.94,0.96,0.98,1,0,0
Haiti,Billion Kwh,0.307,0.317,0.407,0.429,0.457,0.501,0.548,0.557,0.58,0.58,0.636,0.608,0.544,0.486,0.416,0.53,0.624,0.553,0.639,0.54,0.52816,0.57234,0.52678,0.5152,0.52678,0.53554,0.54906,0.44716,0.4657,0.68816,0.5604,0.89268,1.04526,0.99916,0.97542,0.9797,0,0
Hawaiian Trade Zone,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,Billion Kwh,0.899,0.978,1.037,1.066,1.04,1.045,1.427,1.291,1.904,2.004,2.254,2.286,2.358,2.45,2.114,2.266,2.985,3.052,3.306,3.097,3.54554,3.74674,3.9271,4.35346,4.65982,5.392,5.742,6.053,6.282,6.377,6.53378,7.38362,7.47656,7.78906,7.7431,8.6315,0,0
Hong Kong,Billion Kwh,11.845,12.46,13.582,15.493,16.848,18.081,20.127,22.328,23.978,25.721,27.202,29.899,32.813,33.793,25.138,26.241,26.735,27.208,29.532,27.728,29.451,30.486,32.255,33.378,34.904,36.141,36.297,36.612,35.7116,36.405,36.08936,36.76632,36.51882,36.81422,37.52082,35.75456,0,0
Hungary,Billion Kwh,22.364,22.687,23.208,24.256,24.743,25.211,26.404,27.998,27.52,27.854,26.909,28.36,30.026,31.163306,31.743,32.226733,33.22876,33.52012,35.21641,35.724,33.23722,34.38844,34.14072,32.22422,31.86014,33.7422,33.65762,37.74876,37.70684,33.7298,35.14672,33.96954,32.60832,28.66881,27.8092,28.70842,0,0
Iceland,Billion Kwh,3.098,3.236,3.617,3.795,3.942,3.871,4.051,4.123,4.375,4.522,4.468,4.452,4.503,4.682,4.735,4.933,5.0747,5.53369,6.225,7.128,7.6197,7.96676,8.34564,8.42864,8.55176,8.6157,9.85676,11.89288,16.34288,16.71088,16.74588,16.85088,17.29582,17.9997,17.80482,18.55776,0,0
India,Billion Kwh,119.26,131.12,139.41,144.987,161.739,174.93,191.894,208.232,229.426,255.098,275.495,300.311,315.973,339.346877,366.118,396.074,412.682,441.169,470.765,504.536,537.653,556.822982,576.5,614.472,644.833,675.669,727.421,775.893,803.657,866.005,916.24778,1005.61332,1053.24118,1116.13693,1212.78266,1294.50274,0,0
Indonesia,Billion Kwh,12.786,15.362,17.587,18.283,20.083,26.416,30.3,32.021,36.594,37.017,43.071,45.968,48.767,52.029,57.781,56.956,64.049,73.011,74.828,80.728,88.51896,96.1244,102.5959,108.43152,113.83622,121.012,126.692,135.85402,142.4764,148.5161,161.00948,173.6087,189.25272,204.47836,215.62446,221.30588,0,0
Iran,Billion Kwh,21.256,23.653,27.333,31.336,35.252,35.316,34.9,35.955,44.258,45.789,55.86,60.631,64.979,71.947,77.471,76.105,81.257,87.718,93.406,102.248,114.28308,122.64272,133.02204,145.20182,157.43736,168.21198,182.04154,192.65464,201.92014,208.4634,219.4684,226.1135,239.24788,247.06513,258.3718,264.97142,0,0
Iraq,Billion Kwh,10.736,10.313,12.869,15.258,17.307,19.765,20.989,22.835,25.801,27.196,20.72,19.021,23.817,24.752,26.348,27.288,27.464,27.816,28.566,27.971,30.01666,30.34702,31.85724,26.66158,30.38188,28.876,32.09842,31.52958,34.80197,43.03193,46.21088,50.83864,43.47644,55.1541,63.84878,64.915,0,0
Ireland,Billion Kwh,9.54,9.448,9.674,9.598,9.799,10.553,10.851,11.673,11.786,12.588,13.29,13.977,14.778,15.13,15.77,16.496,17.711,18.43922,19.567,20.396,22.17072,23.0527,23.24434,23.23862,23.58174,24.00882,25.42254,26.142,28.127,26.296,26.59112,25.84854,25.6889,24.13608,24.41712,26.63798,0,0
Israel,Billion Kwh,11.731,12.278,12.947,13.703,14.014,14.434,14.96,16.374,18.191,19.226,19.643,20.224,23.207,24.446,26.625,28.566,30.519,32.994,35.688,36.865,40.1032,41.31514,42.77192,44.22112,44.4446,45.68822,47.52602,50.56592,53.377,51.46154,55.05566,56.04112,59.25186,57.67694,57.21948,60.44528,0,0
Italy,Billion Kwh,175.42,169.834,172.959,170.407,169.872,171.809,178.325,187.592,173.758,195.327,200.811,206.449,210.983,207.401,216.109,223.394,225.23,231.67997,237.942,243.258,253.21828,255.25074,259.79924,264.89276,277.3016,278.1547,288.70848,289.4176,295.01606,272.7457,282.64984,285.25668,282.47552,274.8,265.98956,268.93908,0,0
Jamaica,Billion Kwh,1.678,1.699,1.751,1.969,1.873,1.607,1.661,1.824,1.82,2.034,2.414,2.048,2.165,3.592,4.523,5.488,5.688,5.893,6.103,6.225,6.22172,6.26434,6.52446,6.72512,6.7951,6.98896,7.0381,5.603,3.995,4.153,4.07872,4.1249,3.76718,3.776,3.9008,3.89906,0,0
Japan,Billion Kwh,546.773,545.984,553.192,586.879,618.666,638.185,643.087,693.281,725.699,763.829,813.348,840.404,848.557,856.059,911.02,935.922,955.00903,985.076,991.287,996.945,989.278,971.612,990.133,981.871,1010.206,1020.215,1038.529,1077.841,1009.35,981.958,1086.42124,1076.29446,1000.21582,1007.58728,997.81066,976.39344,0,0
Jordan,Billion Kwh,1.002,1.237,1.512,1.803,2.129,2.345,2.778,2.538,2.505,3.229,3.427,3.501,4.159,4.478,4.772,5.281,5.697,5.889,6.341,6.657,6.93502,7.09412,7.64674,7.51736,8.4317,9.07766,10.4554,12.22338,13.01116,13.41882,13.89376,13.77114,15.60344,16.23006,17.12976,17.8832,0,0
Kazakhstan,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,78.557,73.56,63.243,63.176,55.953,49.49,46.604,44.956,48.62142,53.84944,55.28588,60.46554,63.33072,64.16854,67.74666,72.41138,75.88098,74.33214,78.08956,81.78582,87.63038,97.28806,99.17754,100.5568,0,0
Kenya,Billion Kwh,1.552,1.78,1.773,2.22,2.37,2.609,2.407,2.644,2.984,3.045,3.25563,3.395,3.392,3.578492,3.616,4.035,4.218,4.414,4.535,4.314,4.05356,4.59252,4.75162,5.09798,5.45342,5.8623,6.32428,6.5296,6.41744,6.58126,7.23378,7.57886,8.0164,8.69544,9.14616,9.5677,0,0
Kiribati,Billion Kwh,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.01,0.01,0.012,0.013,0.011,0.013,0.016,0.019,0.021,0.022,0.022,0.021,0.021,0.023,0.024,0.024,0.024,0.024,0.024,0,0
"Korea, North",Billion Kwh,22.199,22.825,24.857,25.069,28.048,30.977,32.61,33.298,35.06,35.295,35.474,35.295,27.218,26.327,26.352,26.278,24.125,21.864,20.806,17.999,18.746,19.518,19.12158,20.32526,21.28056,22.19514,21.72104,20.89542,22.51672,20.48626,21.03416,18.73244,18.75684,17.92708,17.48446,13.41278,0,0
"Korea, South",Billion Kwh,34.472,37.233,39.67,44.911,49.618,53.468,58.833,66.553,76.907,85.77,98.125,110.207,121.515,134.25742,170.76774,188.88793,210.45462,229.221237,225.012,222.087,271.99333,291.34456,310.3041,323.92378,345.72048,363.92178,379.06528,402.35824,418.98636,425.91282,468.2563,490.15004,500.09288,506.1283,513.27382,516.5454,0,0
Kosovo,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.856,4.684,4.86434,5.45824,5.59118,6.14108,5.1169,5.75926,0,0
Kuwait,Billion Kwh,8.818,9.679,11.252,12.06,13.344,14.748,16.183,17.296,18.798,20.204,19.373,10.133,15.779,18.967,21.43,22.302,23.947,25.121,28.185,29.681,30.38362,32.24106,34.18028,37.41388,38.78064,41.10996,44.75058,45.82782,48.64406,50.02304,53.60726,54.00958,58.8957,57.32308,61.2316,63.84292,0,0
Kyrgyzstan,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,11.725,11.051,12.743,12.164,13.545,12.426,11.416,12.975,15.708,14.66164,12.84006,15.3174,16.03792,14.637,14.275,14.577,11.588,10.929,11.92948,14.95586,14.96666,13.85516,14.36256,12.8032,0,0
Laos,Billion Kwh,0.968,1.139,1.188,1.061,0.978,0.895,0.857,0.569,0.525,0.699,0.859,0.918,0.898,0.907,0.889,1.073,1.229,1.204,1.967,2.569,3.623,3.645,3.55,3.131,3.299,3.441,3.553,3.618,3.971,3.727,6.06,9.1,8.95,10.79,10.63,11.46,0,0
Latvia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,3.733,3.832,4.339,3.887,3.029,4.379,4.382,4.001,4.02922,4.16554,3.8596,3.85378,4.56842,4.78348,4.7377,4.62742,5.11928,5.41322,6.41548,5.88198,6.01252,5.9735,4.95778,5.34858,0,0
Lebanon,Billion Kwh,2.622,2.667,2.75,2.763,2.849,2.658,2.793,2.855,2.778,2.516,2.425,2.789,3.413,4.473,4.914,5.183,6.587,8.049,7.882,7.711,9.19452,9.57396,11.05142,11.98134,11.78552,11.73978,10.9481,11.37678,12.57302,12.97606,14.81162,15.4234,13.98786,16.50492,16.89046,17.32198,0,0
Lesotho,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0.288,0.285,0.314,0.325,0.297,0.459,0.525,0.554,0.584,0.648,0.694,0.49,0.486,0.515,0.52,0.6,0,0
Liberia,Billion Kwh,0.852,0.801,0.806,0.794,0.696,0.73,0.784,0.79,0.8,0.785,0.301,0.273,0.282,0.28,0.28,0.28,0.28,0.294,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.3,0.3,0.3,0.3,0.3,0,0
Libya,Billion Kwh,4.526,5.244,5.618,6.695,8.615,11.091,12.483,14.664,15.04,15.134,15.792,15.886,15.933,15.98,16.732,16.92,17.202,17.836,12.716,13.522,14.56624,15.14434,16.47914,17.80642,18.98988,21.312,23.269,24.66,28.878,29.182,30.60452,24.43906,32.2185,35.63822,35.46714,35.45022,0,0
Lithuania,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,17.645,13.949,9.162,12.157,14.648,12.912,16.104,12.254,10.34674,13.42376,16.13264,17.4843,17.44288,13.069113,10.84036,12.1015,11.959,13.09984,4.24302,3.62738,3.92686,3.6195,3.09334,3.60276,0,0
Luxembourg,Billion Kwh,0.762,0.515,0.33,0.28,0.348,0.315,0.359,0.365,0.308,0.342,0.298,0.225,0.389,0.433,0.318,0.144,0.107,0.064,0.062,0.093,0.1341,0.56193,2.35157,2.3188,2.88582,2.83858,2.99818,2.7053,2.21288,2.64042,2.49798,2.04748,2.15566,1.3298,1.37894,0.75696,0,0
Macau,Billion Kwh,0.245,0.276,0.317,0.378,0.398,0.417,0.48,0.577,0.635,0.697,0.743,0.836,0.932,1.119,1.179,1.196,1.29,1.324,1.34,1.355,1.389,1.409776,1.514716,1.616048,1.8145,1.905,1.568,1.429,1.138,1.378,1.012,0.833,0.527,0.389,0.603,0.904,0,0
Macedonia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,5.721,4.896,5.491,5.804,6.286,6.374,6.679,6.521,6.46054,6.01184,5.76296,6.40216,6.3409,6.60282,6.67146,6.15872,5.97474,6.48152,6.94626,6.426,5.939,5.80794,5.116,6.073,0,0
Madagascar,Billion Kwh,0.417,0.42,0.431,0.452,0.476,0.483,0.482,0.478,0.49,0.541,0.574,0.568,0.58,0.581,0.584,0.609,0.664,0.695,0.75,0.777,0.78,0.886,0.866,0.99,1.1,1.111,1.134,1.184,1.232,1.235,1.185,1.268,1.446,1.389,1.449,1.508,0,0
Malawi,Billion Kwh,0.407,0.4,0.425,0.459,0.476,0.486,0.519,0.572,0.577,0.58,0.71,0.757,0.783,0.953,1,1.018,1.017,1.045,1.184,1.157,1.204,1.23,1.286,1.314,1.452,1.377,1.41,1.44,1.537,1.506,1.753,1.818,1.869,1.937,1.943,2.12,0,0
Malaysia,Billion Kwh,10.186,10.895,11.499,12.686,13.791,14.996,15.292,16.469,18.438,20.784,23.952,26.821,27.753,32.892,37.074,43.016,48.558,54.567,57.273,61.654,65.89166,66.55544,70.05536,74.70122,77.63482,77.97114,84.76178,91.9965,92.3156,109.467,117.69276,121.97854,126.82294,130.65268,139.34882,141.8705,0,0
Maldives,Billion Kwh,0.004,0.005,0.006,0.007,0.009,0.013,0.015,0.018,0.019,0.02,0.023,0.026,0.028,0.038,0.043,0.054,0.059,0.067,0.077,0.087,0.098,0.109,0.118,0.133,0.15,0.17401,0.19903,0.23003,0.26303,0.28003,0.2401,0.2652,0.287,0.303,0.327,0.35,0,0
Mali,Billion Kwh,0.103,0.103,0.127,0.147,0.164,0.167,0.198,0.215,0.236,0.243,0.241,0.25,0.271,0.292,0.275,0.305,0.326,0.379,0.387,0.392,0.399,0.402,0.404,0.434,0.45,0.782,0.837,0.823,1,1.54,1.59,1.809,1.807,1.667,1.864,2.175,0,0
Malta,Billion Kwh,0.506,0.554,0.608,0.635,0.658,0.737,0.799,0.887,0.968,1.034,1.23,1.334,1.401,1.41,1.449,1.534,1.559,1.585,1.618,1.743,1.80198,1.82642,1.92888,2.10184,2.08304,2.1056,2.12534,2.15824,2.17328,2.03892,1.98822,2.04886,2.16092,2.11904,2.1168,1.22782,0,0
Martinique,Billion Kwh,0.258,0.279,0.318,0.367,0.383,0.414,0.447,0.502,0.55,0.601,0.641,0.694,0.742,0.801,0.849,0.917,0.958,1.013,1.025,1.045,1.048,1.203,1.234,1.286,1.326,1.389,1.43,1.476,1.517,1.558,1.659,1.623,1.634,1.617,1.617,1.602,0,0
Mauritania,Billion Kwh,0.089,0.096,0.1,0.101,0.099,0.103,0.104,0.114,0.115,0.123,0.133,0.136,0.139,0.139,0.143,0.16,0.175,0.189,0.195,0.203,0.229658,0.278,0.501,0.475,0.518,0.499,0.453,0.478,0.547,0.58,0.632,0.83,0.911,0.944,1.066,1.282,0,0
Mauritius,Billion Kwh,0.441,0.436,0.429,0.439,0.45,0.453,0.501,0.565,0.613,0.652,0.719,0.787,0.875,0.934,0.974,1.06,0.925,1.073,1.115,1.349,1.681222,1.800656,1.841246,1.971006,2.049926,2.145066,2.214026,2.32117,2.43815,2.45739,2.5659,2.59926,2.66292,2.74942,2.79554,2.85704,0,0
Mexico,Billion Kwh,63.638,73.239,80.373,82.074,86.702,93.091,96.913,104.567,109.9,117.754,116.832,122.249,126.233,131.997312,142.268,148.001,156.488,167.92369,174.023,183.925,194.12156,201.17258,204.74256,202.52702,220.58462,231.36152,236.78452,243.9274,247.07938,245.44672,261.15122,286.47772,290.89714,281.54769,286.08306,294.81784,0,0
Moldova,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,10.586,9.668,7.748,5.72,5.773,4.976,4.617,4.167,5.307,5.636,5.439,5.616,5.472,5.635,5.727,5.551,5.68,5.844,5.76664,5.45596,5.46702,4.23732,5.04686,5.74216,0,0
Mongolia,Billion Kwh,1.466,1.464,1.421,1.662,2.128,2.519,2.816,2.964,3.102,3.355,3.147,3.035,2.753,2.427,2.552,2.471,2.457,2.502,2.515,2.671,2.82,2.89238,2.98732,3.017512483,3.187012483,3.301692483,3.430472483,3.603432483,3.8987,3.9316,4.05662,4.26824,4.52804,4.7289,5.06364,5.19242,0,0
Montenegro,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86288,2.0794,2.73566,2.69766,3.91868,2.55688,2.74698,3.83354,3.06974,2.89728,0,0
Montserrat,Billion Kwh,0.011,0.012,0.012,0.012,0.012,0.012,0.012,0.013,0.013,0.014,0.013,0.014,0.014,0.015,0.015,0.016,0.016,0.017,0.014,0.014,0.011,0.011,0.019,0.02,0.02,0.02,0.02,0.021,0.022,0.022,0.022,0.021,0.021,0.021,0.023,0.024,0,0
Morocco,Billion Kwh,4.921,5.408,5.773,6.269,6.471,6.602,7.272,7.722,8.473,8.594,9.088,8.734,9.184,9.338,10.349,12.066,12.364,13.162,13.393,13.113,12.13114,14.19886,15.16242,16.4867,17.49562,18.72854,19.14016,19.22538,19.50828,19.9071,22.4094,23.59762,25.75744,26.20922,27.0919,27.96652,0,0
Mozambique,Billion Kwh,13.56,3.48,3.121,5.18,0.697,0.314,0.167,0.171,0.21,0.227,0.441,0.459,0.408,0.386,0.389,0.402,0.47,0.993,1.512,7.629,9.59636,11.76436,12.58272,10.79578,11.59424,13.15074,14.5888,15.91422,14.97522,16.79322,16.49886,16.6608,15.01374,14.72906,17.48786,19.57864,0,0
Namibia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.155,0.882,0.634,1.007,1.195,1.398,1.36164,1.44694,1.51016,1.58694,1.67202,1.678,1.592,1.642,1.471,1.28952,1.41444,1.62484,1.31446,1.48222,1.51896,0,0
Nauru,Billion Kwh,0.024,0.024,0.024,0.025,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028,0.028,0.03,0.03,0.03,0.03,0.031,0.031,0.028,0.028,0.029,0.029,0.03,0.031,0.02,0.019,0.021,0.023,0.023,0.024,0.024,0.025,0.025,0,0
Nepal,Billion Kwh,0.212,0.245,0.237,0.342,0.363,0.359,0.456,0.568,0.581,0.56,0.902,0.93,0.86,0.909,0.982,1.223,1.204,1.089,1.221,1.509,1.679,1.856,2.115,2.244,2.391,2.501,2.717,2.77246,2.79446,3.09522,3.19282,3.47688,3.53586,3.5064,3.78394,3.493,0,0
Netherlands,Billion Kwh,62.97,62.18,57.793,57.089,60.273,59.579,63.629,65.029,66.233,69.558,67.801,70.082,72.592,72.388653,75.002,76.11,79.993,80.43608,84.685,80.642,84.31044,88.12854,90.32242,91.17222,96.5379,94.50572,92.93052,99.27836,101.72108,107.35418,112.75884,107.85386,97.84504,96.36847,97.90512,104.27416,0,0
Netherlands Antilles,Billion Kwh,1.021,1.03,1.171,1.199,1.105,1.058,0.916,0.65,0.658,0.693,0.743,0.753,0.802,0.855,0.92,0.955,1,0.998,1.056,1.054,1.084,1.059,1.055,1.14,1.167,1.203,1.175,1.21064,1.19748,1.28012,1.304,1.306,1.077,1.01968,1.00746,1,0,0
New Caledonia,Billion Kwh,1.324,1.176,0.918,0.705,0.878,1.075,1.06,0.953,1.136,1.147,1.098,1.114,1.118,1.118,1.222,1.575,1.415,1.45,1.515,1.546,1.569,1.644,1.661,1.669,1.594028391,1.79,1.778,1.835,1.782,1.834,2.022,2.159,2.167,2.38,2.477,2.814,0,0
New Zealand,Billion Kwh,23.119,23.228,24.716,25.561,27.225,27.212,28.31,28.835,29.668,30.57,32.054,33.276,31.737,33.888,35.129,35.519,36.56786,36.581,37.52,36.158,38.26892,38.44174,39.58794,39.62444,41.43462,41.73684,42.36628,42.5567,42.61604,42.42072,43.53108,43.18252,42.8821,41.93978,42.23442,42.91212,0,0
Nicaragua,Billion Kwh,1.028,1.062,1.01,0.934,0.971,1.025,0.93,1.22,1.163,1.349,1.351,1.383,1.495,1.598,1.6,1.682,1.797,1.765,2.009,2.062,2.129,2.34,2.704,2.608,2.699,3.00743,3.09907,2.92732,3.22645,3.552,3.5127,3.66756,3.8887,4.04278,4.32094,4.44078,0,0
Niger,Billion Kwh,0.122,0.136,0.122,0.14,0.128,0.144,0.146,0.148,0.15,0.153,0.158,0.151,0.153,0.149,0.138,0.139,0.143,0.14,0.136,0.142,0.178,0.156,0.172,0.18,0.189,0.219,0.206,0.209,0.212,0.239,0.2726,0.32148,0.37506,0.41666,0.41666,0.49938,0,0
Nigeria,Billion Kwh,6.867,7.84,8.14,8.283,8.573,9.929,11.396,10.753,11.155,12.251,12.029,13.613,14.247,13.913,14.877,13.889,14.367,14.697,14.73,15.432,14.131,14.831,20.663,19.345,23.224,22.515,22.036,21.91094,20.12966,18.81712,24.87418,25.70794,27.26818,27.41858,28.83736,29.82952,0,0
Niue,Billion Kwh,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0,0
Northern Mariana Islands,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Billion Kwh,82.705,91.811,91.603,104.863,105.028,101.552,95.497,102.644,108.08,117.708,120.284,109.258,115.77685,118.335,110.608,120.603,103.516,108.625,114.879,120.87,140.80948,119.70842,128.56782,105.2534,108.66352,135.3932,119.72378,134.10084,139.21964,129.06828,122.13494,125.03082,145.46226,132.18124,139.85702,142.38132,0,0
Oman,Billion Kwh,0.896,1.075,1.494,1.783,2.264,2.725,3.4,3.652,4.148,4.425,4.234,4.348,4.806,5.483,5.825,6.072,6.394,6.879,7.706,7.908,8.564,9.153,9.711,10.071,10.809,11.889,13.258,13.31698,14.87926,16.75362,18.62986,20.56156,23.51598,24.6656,27.38032,30.79252,0,0
Pakistan,Billion Kwh,14.512,15.56,19.808,21.917,24.563,26.487,29.046,32.26,37.076,38.75,36.348,39.563,46.241,45.118242,52.056,51.846582,52.256,57.855,59.941,62.492,63.4,68.859,72.443,77.483,81.143,89.625,94.315,90.773,87.728,90.967,89.66682,89.72252,92.8411,99.0636,101.36052,104.57966,0,0
Palestinian Territories,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.14,0.321,0.371,0.47,0.324,0.392,0.4,0.47,0.445,0.535,0.433,0.502,0.316,0.475,0,0
Panama,Billion Kwh,1.749,1.955,2.216,2.269,2.309,2.399,2.719,2.681,2.69,2.605,2.793,2.912,2.849,3.151,3.256,3.483,4.114,4.177,3.642,4.376,4.766,4.943,5.147,5.384,5.606,5.665,5.862,6.3276,6.24072,6.73214,7.15098,7.55894,8.35766,8.67986,8.9947,10.0238,0,0
Papua New Guinea,Billion Kwh,1.189,1.168,1.24,1.368,1.416,1.474,1.598,1.71,1.662,1.691,1.705,1.705,1.705,1.705,1.71,1.523,1.702,1.564,2.085,1.883,2.102,2.572,2.758,3.084,3.165,3.323,3.243,3.327,3.261,3.331,3.389,3.552,3.36,3.41,3.487,3.62,0,0
Paraguay,Billion Kwh,0.715,0.74,0.674,0.784,0.881,4.081,11.928,18.516,19.924,24.232,27.229,29.39,27.181,31.167,36.071,41.757,44.915,50.4,50.422,51.449,52.969,44.876,47.744,51.26933333,51.417,50.657,53.249,53.191,54.912,54.41,53.52494,57.04994,59.63282,59.77682,54.72864,55.19094,0,0
